"Datum","Postaja","Glob_sevanje_max","Glob_sevanje_mean","Glob_sevanje_min","Hitrost_vetra_max","Hitrost_vetra_mean","Hitrost_vetra_min","Sunki_vetra_max","Sunki_vetra_mean","Sunki_vetra_min","Padavine_mean","Padavine_sum","Pritisk_max","Pritisk_mean","Pritisk_min","Vlaga_max","Vlaga_mean","Vlaga_min","Temperatura_Krvavec_max","Temperatura_Krvavec_mean","Temperatura_Krvavec_min","Temperatura_lokacija_max","Temperatura_lokacija_mean","Temperatura_lokacija_min","PM10","O3","Mesec","Predviden_O3","Predviden_PM10"
"1425","2013-07-04","Ljubljana",300,72.375,0,0.9,0.65,0.3,2.1,1.4125,0.8,0,0,982.8,981.5125,980.7,82.8,77.9,69.9,13.2,11.1,10.3,19.8,17.275,16.2,"NIZKA","SREDNJA","7",124.233333333333,16.6666666666667
"1426","2013-07-05","Ljubljana",424,93.125,0,1.1,0.5625,0.2,2.1,1.4375,0.7,0,0,988.2,987.4,986.8,88.5,81.4875,69.3,13.3,11.3,10.5,21.5,18.2875,16.7,"NIZKA","SREDNJA","7",127.183333333333,21.7
"1427","2013-07-06","Ljubljana",473,110.125,0,1.1,0.6375,0.4,2.8,1.7125,1.2,0,0,989,988.8375,988.7,92.9,86.5375,71,12.4,11.55,11,21.7,17.975,16.4,"NIZKA","SREDNJA","7",118.75,22.4333333333333
"1428","2013-07-07","Ljubljana",463,93.375,0,1.5,0.95,0.6,3,2.45,1.8,0.0125,0.1,990.3,989.8625,989.4,85.7,78.4375,71.2,12.5,11.1375,10.7,21.7,19.2375,18.3,"NIZKA","SREDNJA","7",107.133333333333,20.4333333333333
"1429","2013-07-08","Ljubljana",498.9,117.075,0,1.2,0.7625,0.3,4.7,2.275,1,0,0,990.7,990.2875,989.9,91.3,84.5,69.5,12.2,11.25,10.9,22.7,19.5875,18.3,"NIZKA","SREDNJA","7",106.616666666667,16.7
"1430","2013-07-09","Ljubljana",443,107.75,0,1.1,0.8,0.4,2.4,2.0125,1.3,0,0,989.1,988.6,988.2,83.1,74.9125,63.2,14,10.8625,9.7,22.7,19.425,17.6,"NIZKA","SREDNJA","7",107.866666666667,17.6666666666667
"1431","2013-07-10","Ljubljana",453,113.75,0,1.5,0.7,0.3,2.7,1.75,1,0,0,982.8,982.2625,981.9,91.7,83.15,69.2,13.6,11.0875,10.2,22.8,19.3875,17.2,"NIZKA","SREDNJA","7",109.766666666667,20.8
"1432","2013-07-11","Ljubljana",465,102.375,0,3.4,1.3875,0.3,7.5,3.6375,1.3,0.1875,1.5,979.6,978.5875,978.2,92.5,86.8375,76.5,13.8,11.675,9.8,20.6,18.1625,16.9,"NIZKA","SREDNJA","7",109.25,23.5666666666667
"1433","2013-07-12","Ljubljana",280,59,0,2.7,1.5125,0.9,5.4,3.2,1.8,0,0,984.5,983.55,983.1,88.7,84.0875,73.4,9.6,8.6875,8.3,17.9,17.0625,16.4,"NIZKA","SREDNJA","7",111.366666666667,21.9333333333333
"1434","2013-07-13","Ljubljana",250,62.875,0,1.5,0.8125,0.3,2.9,1.85,0.7,0,0,984.6,984.325,984,89.5,83.6375,79.4,11.8,8.8875,7.8,18.2,17.0125,15.7,"NIZKA","SREDNJA","7",105.416666666667,18.9333333333333
"1435","2013-07-14","Ljubljana",464,97.75,0,1.7,1.0875,0.6,3.2,2.25,1.6,0,0,985.5,985.075,984.7,94.2,90.4625,83,10.9,9.2625,8.5,18.8,16.9875,16.1,"NIZKA","VISOKA","7",100.583333333333,16.4
"1436","2013-07-15","Ljubljana",346,79.25,0,1,0.5375,0.2,2.1,1.3875,0.9,0,0,985.4,985,984.8,90.9,84.175,75.6,12.2,10.2,9.6,18.4,16.275,14.7,"NIZKA","VISOKA","7",106,15.9333333333333
"1437","2013-07-16","Ljubljana",468,106.75,0,1.5,0.85,0.5,3.7,2,1,0,0,989,987.9375,987,87,74.2875,56.1,11.7,9.6125,8.7,20.3,18.05,16.4,"NIZKA","SREDNJA","7",118.666666666667,18.5
"1438","2013-07-17","Ljubljana",465,110.5,0,0.9,0.6125,0.4,2,1.425,1.2,0,0,988.5,988.35,988.1,87.6,77.6875,64.6,12.6,9.875,8.6,19.6,16.525,14.4,"NIZKA","SREDNJA","7",123.233333333333,18.9
"1439","2013-07-18","Ljubljana",464,110.75,0,0.8,0.55,0.2,1.8,1.425,0.9,0,0,986.9,986.7125,986.4,87.3,78.15,62.3,13,11.0625,10.1,21.3,17.2,15,"NIZKA","VISOKA","7",121.783333333333,20.1333333333333
"1440","2013-07-19","Ljubljana",418,83.875,0,0.8,0.5,0.2,1.8,1.275,0.8,0,0,985.1,984.9125,984.7,84.2,78.675,67.3,14.2,10.9875,9.7,21,17.5875,16,"NIZKA","VISOKA","7",119.566666666667,21.1333333333333
"1441","2013-07-20","Ljubljana",442,103.375,0,1,0.625,0.5,2.3,1.575,1,0,0,983.1,982.55,982.2,86.9,78.1625,64.5,15,12.7125,12.1,22.5,19.0875,17.1,"NIZKA","VISOKA","7",122.083333333333,24.7666666666667
"1442","2013-07-21","Ljubljana",450,101.125,0,3.7,1.8125,0.8,7.3,3.925,2.3,0.5875,4.7,985.7,984.95,983.6,94.3,78.975,54.7,12.2,11.3375,10.6,24.3,20.9625,18.6,"NIZKA","SREDNJA","7",126.666666666667,26.7666666666667
"1443","2013-07-22","Ljubljana",475,113.125,0,0.9,0.7375,0.6,2.1,1.6875,1.3,0,0,985.5,985.0625,984.9,85.8,77.6375,62.9,12.5,10.825,10.3,21.6,17.875,15.6,"NIZKA","SREDNJA","7",120.433333333333,24.0666666666667
"1444","2013-07-23","Ljubljana",452,107.25,0,1,0.6625,0.3,2,1.65,1.2,0,0,981.4,980.975,980.6,82.6,74.9125,61.9,15.9,13.925,13.3,22.1,18.5625,16.6,"NIZKA","VISOKA","7",118.6,20.9333333333333
"1445","2013-07-24","Ljubljana",384,75.75,0,1.2,0.7375,0.4,2.2,1.7875,1.3,0,0,981,980.65,980.3,90.3,86.4875,75.9,15.7,14.6375,14.1,21,18.375,17,"NIZKA","SREDNJA","7",120.55,20.0666666666667
"1446","2013-07-25","Ljubljana",298,76.25,0,1.6,0.9375,0.3,3.3,2.1125,1,0,0,982.5,981.8,981.3,90.1,86.425,78,15.5,14.225,13.4,20.9,18.9,18.1,"NIZKA","VISOKA","7",124.233333333333,21.4333333333333
"1447","2013-07-26","Ljubljana",417,95.25,0,1.2,0.7375,0.3,2.4,1.7375,0.9,0,0,983.2,982.95,982.7,87.4,80.1625,69.2,17.5,15.6375,15.2,24,21.2625,19.7,"NIZKA","VISOKA","7",134,21.4666666666667
"1448","2013-07-27","Ljubljana",432,95.75,0,0.8,0.55,0.3,2.2,1.4625,1.2,0,0,980.5,980.225,980,72.2,65.6125,56.2,18.6,16.575,15.3,24.8,22.05,20.3,"NIZKA","VISOKA","7",143.35,20.5666666666667
"1449","2013-07-28","Ljubljana",423,94,0,2.4,1.0625,0.6,4.8,2.4125,1.6,0,0,980.4,979.9125,979.4,87.7,76.975,66.3,17.7,16.9,16.1,26.7,23.275,21.5,"NIZKA","VISOKA","7",161.816666666667,21.8666666666667
"1450","2013-07-29","Ljubljana",433.7,99.225,0,1.9,1,0.3,5.6,2.7375,1,0,0,980.8,980.5125,980.2,72.1,64.575,50.6,17.6,17.1125,16.5,29.1,24.0875,21.7,"NIZKA","VISOKA","7",166.366666666667,23.4666666666667
"1451","2013-07-30","Ljubljana",464,100.5,0,2.2,1.3625,0.8,4.1,3.025,2,0.025,0.2,983.8,982.0375,980.7,92.4,87.25,72.9,11.5,9.7625,9.1,20.4,17.6375,16.5,"NIZKA","SREDNJA","7",155.366666666667,24.0333333333333
"1452","2013-07-31","Ljubljana",457,105.625,0,1,0.7375,0.3,2.1,1.8875,1,0,0,986.2,985.75,985.3,86.4,77.0375,60.6,12.4,11.3375,10.5,20.9,17.3875,15.2,"NIZKA","SREDNJA","7",130.383333333333,18.4666666666667
"1453","2013-08-01","Ljubljana",446,103,0,0.9,0.6375,0.4,2.5,1.5875,1.1,0,0,986.3,985.775,985.2,83.2,74.1125,61.2,14.1,11.9,11,22.5,18.8625,16.5,"NIZKA","SREDNJA","8",110.816666666667,15.3666666666667
"1454","2013-08-02","Ljubljana",437,99.5,0,0.7,0.525,0.3,1.8,1.3375,1,0,0,985.2,984.9625,984.6,84,75.3125,61.8,17.6,15.4625,14.5,23.6,19.9,17.8,"NIZKA","VISOKA","8",104.45,14.0666666666667
"1455","2013-08-03","Ljubljana",449,102.5,0,1.1,0.9,0.5,2.3,1.925,1.3,0,0,982.5,982.325,982.1,80.5,70.8625,58,20.9,19.475,18.8,24.5,20.8,18.4,"NIZKA","VISOKA","8",120.983333333333,17.4333333333333
"1456","2013-08-04","Ljubljana",407,90.25,0,1.1,0.65,0.3,2.9,1.625,1,0,0,984.8,984.325,984,64.3,59.175,51.1,21.3,17.8375,16.8,25.2,21.75,19.4,"NIZKA","VISOKA","8",139.55,18.3666666666667
"1457","2013-08-05","Ljubljana",405,88.5,0,1.4,0.85,0.5,3.5,2.1125,1.3,0,0,986,985.275,984.3,71.6,64.1375,52.9,18.1,15.8125,14.7,25.8,23.5625,21.8,"NIZKA","VISOKA","8",152.6,20.4333333333333
"1458","2013-08-06","Ljubljana",402,87.875,0,0.8,0.55,0.3,1.9,1.4375,0.8,0,0,982.9,982.6375,982.5,84.8,76.875,65.9,19.9,17.6125,16.8,25.6,23.05,21.3,"NIZKA","VISOKA","8",150.25,23.5333333333333
"1459","2013-08-07","Ljubljana",401,87.25,0,1,0.6125,0.3,2.3,1.475,1.1,0,0,980.6,980.0125,979.5,75,68.9875,56.7,20.1,17.7875,16.7,25.4,21.8,20,"VISOKA","EKSTREMNA","8",155.316666666667,28.8666666666667
"1460","2013-08-08","Ljubljana",399,84.25,0,1.7,0.8625,0.5,3.2,1.875,1.2,0,0,981.1,980.675,980.4,66.6,59.6,51.1,19.9,18.6,18.2,24.7,21.8875,19.9,"VISOKA","VISOKA","8",165.066666666667,32.9333333333333
"1461","2013-08-09","Ljubljana",398,81,0,1.3,0.85,0.4,2.6,1.9875,1.1,0,0,980.1,979.55,979.1,60.1,54.6875,45.9,21.2,19,17.5,26,22.7125,20.7,"VISOKA","VISOKA","8",166.616666666667,35.9666666666667
"1462","2013-08-12","Ljubljana",408,88.125,0,1,0.6875,0.4,2.6,1.575,1,0,0,984.4,983.8,983.4,80.8,73.15,64.4,13.8,10.25,9.1,20.2,17.25,15.3,"NIZKA","VISOKA","8",161.566666666667,37.5666666666667
"1463","2013-08-13","Ljubljana",392,84,0,0.9,0.725,0.3,2.3,1.65,1,0,0,980.9,980.3875,979.9,81.1,72.575,62.9,15.7,13.2625,12.2,20.9,18.1375,16.1,"NIZKA","VISOKA","8",144.916666666667,31.3333333333333
"1464","2013-08-14","Ljubljana",53.9,12.7125,0,2.3,1.55,1.1,5.6,3.8375,2.5,1.8375,14.7,986.2,985.025,983.6,91.9,85.05,75.5,10,8.5875,7.6,19.5,17.65,16.5,"NIZKA","SREDNJA","8",145.45,25.8666666666667
"1465","2013-08-15","Ljubljana",145,28.75,0,1.3,1.1,0.8,2.9,2.4625,2.1,0,0,989.2,988.475,987.9,98.7,96.0375,89.6,9.4,7.0875,6.2,13.8,13.05,12.7,"NIZKA","SREDNJA","8",118.733333333333,15.4
"1466","2013-08-16","Ljubljana",407,86.625,0,0.9,0.5625,0.3,2,1.55,1.1,0,0,988,987.7125,987.5,91.2,81.65,68.5,10.8,7.375,6.4,17.3,13.925,11.9,"NIZKA","SREDNJA","8",108.516666666667,13.4333333333333
"1467","2013-08-17","Ljubljana",398,83.5,0,1,0.6,0.4,2.1,1.425,1,0,0,985,984.75,984.5,86.1,79.5,66.9,13.7,10.7875,9.1,17.9,14.8125,13.1,"NIZKA","VISOKA","8",98.2666666666667,12.0333333333333
"1468","2013-08-18","Ljubljana",389,81,0,0.9,0.5625,0.3,1.8,1.3125,1,0,0,984.4,983.8125,983.4,86.5,81.125,70.1,15.5,12.9875,11.8,19,16.2375,14.7,"NIZKA","VISOKA","8",115.433333333333,17.8666666666667
"1469","2013-08-19","Ljubljana",386,80.5,0,0.9,0.6125,0.3,1.8,1.4125,0.9,0,0,982.9,982.6,982.4,84.8,78.75,68.3,15.9,12.95,11.5,20.5,17.6625,16.2,"NIZKA","VISOKA","8",130.616666666667,24
"1470","2013-08-20","Ljubljana",32,6.875,0,5.9,4.2875,2.2,11.9,8.975,5.3,0,0,985.6,983.2625,981.5,61.1,49.4375,45.9,10.4,9.675,8.4,21.1,19.975,17.9,"NIZKA","SREDNJA","8",144.65,27.0666666666667
"1471","2013-08-21","Ljubljana",210,52.75,0,1.1,0.75,0.5,2.1,1.575,1.3,0,0,988.8,988.475,988.3,93.4,89.2875,71.2,10.3,8.475,7.6,17.4,15.525,14.7,"NIZKA","SREDNJA","8",137.366666666667,22.1333333333333
"1472","2013-08-22","Ljubljana",340,56.5,0,1.9,1.05,0.4,4.1,2.2125,1.1,0,0,986.3,985.625,985.4,68.7,63.3875,56.9,10.4,9.25,8.5,19.9,18.675,17.4,"NIZKA","SREDNJA","8",122.283333333333,15.1666666666667
"1473","2013-08-23","Ljubljana",316,56.625,0,1.3,0.575,0.3,2.8,1.6375,0.9,0,1,983.7,983.225,983,83.9,76.65,69,11.9,9.3875,8.5,18.5,16.4625,15.2,"NIZKA","VISOKA","8",106.9,12.0666666666667
"1474","2013-08-24","Ljubljana",166.8,36.675,0,4.2,1.9125,0.3,9.9,4.5,1.1,1.8125,13.5,981.6,980.75,980.1,94.7,89.0375,61.6,10.4,9.1,8.1,20,16.725,15.9,"NIZKA","VISOKA","8",115.65,19.4333333333333
"1475","2013-08-26","Ljubljana",119,22.375,0,2,0.9375,0.2,4.3,2.6,1.3,0.9125,7.2,977.6,976.725,976,96.9,95.2,90.6,8.4,7.3375,6.7,17.1,16.4125,15.9,"NIZKA","SREDNJA","8",122.983333333333,19.6
"1476","2013-08-27","Ljubljana",87,17.25,0,1.9,0.775,0.2,4.4,1.85,0.8,0,0,979,978.55,978,95.5,93.475,87.7,9.5,7.825,7,17.2,16.6125,16.2,"NIZKA","SREDNJA","8",106.55,17.5333333333333
"1477","2013-08-28","Ljubljana",39,11,0,1.9,0.8125,0.4,4.1,2,1.3,0.175,1.4,977.4,976.675,976,98.1,96.5375,95,9.3,8.425,7.8,16,15.25,14.8,"NIZKA","NIZKA","8",94.1333333333333,10.4333333333333
"1478","2013-08-29","Ljubljana",199,31.375,0,1.3,1.025,0.7,3.2,2.4625,1.5,0,0,985.9,984.5,983.5,98.1,96.1625,90.5,8.4,7.275,6.7,14.7,13.8,13.2,"NIZKA","SREDNJA","8",70.1833333333333,11.0333333333333
"1479","2013-08-30","Ljubljana",222,37.875,0,0.9,0.575,0.1,2.5,1.55,0.9,0,0,987.1,986.875,986.7,97.5,95.3625,92.1,8.3,6.575,5.6,13.6,12.7375,12,"NIZKA","SREDNJA","8",78.85,11.3666666666667
"1480","2013-08-31","Ljubljana",345,67.375,0,0.9,0.6,0.2,2.1,1.4625,0.7,0,0,986.4,986.275,986,91.9,87.525,76.4,9.7,8.3875,7.8,15.4,13.3,12,"NIZKA","SREDNJA","8",82.65,13.6333333333333
"1481","2013-09-01","Ljubljana",95,16,0,0.5,0.3875,0.3,2.5,1.4,0.8,0,0,986.5,985.8375,985.5,91.9,87.575,83.9,9.6,9.2125,8.6,14.5,13.575,12.9,"NIZKA","SREDNJA","9",104.4,16.4333333333333
"1482","2013-09-02","Ljubljana",26,5.875,0,1.3,0.9875,0.6,2.9,2.075,1.4,0.2,1.6,989.5,988.6625,988.1,98.8,96.025,92.2,7.4,6.8625,6.2,15.3,14.8375,14.5,"NIZKA","SREDNJA","9",111.466666666667,19.3333333333333
"1483","2013-09-03","Ljubljana",255,53.625,0,1.3,0.575,0.3,2.6,1.65,1,0,0,989.3,988.75,988.4,97.4,93.5125,90,10.8,9.4,8.1,14.4,13.2375,12.3,"NIZKA","SREDNJA","9",100.45,17.0666666666667
"1484","2013-09-04","Ljubljana",200,35.5,0,1.1,0.7625,0.1,2,1.6875,1,0,0,991.7,991.4375,991.2,91.7,88.2,82.5,10,9.2125,8.2,17.5,16.15,15,"NIZKA","SREDNJA","9",88.1833333333333,16.1666666666667
"1485","2013-09-05","Ljubljana",325,60.625,0,1.4,0.7875,0.3,2.7,1.75,1.1,0,0,987,985.7875,985.1,94.8,86.5625,76.7,12.5,10.8125,10.2,19.7,17.5125,15.6,"NIZKA","SREDNJA","9",80.5166666666667,13.7
"1486","2013-09-06","Ljubljana",143,24.875,0,1.6,0.975,0.4,2.9,2.0125,1.2,0,0,982.2,981.6625,981.3,91.4,87.5625,81.7,10.9,10.275,9.9,18.3,16.8375,15.8,"NIZKA","SREDNJA","9",89.6666666666667,15.2
"1487","2013-09-07","Ljubljana",309,57.25,0,1,0.5125,0.1,2.1,1.45,0.7,0,0,984.5,983.3375,982.6,94.8,88.15,79.3,11.3,10.4875,10,18.2,16.2125,14.5,"NIZKA","VISOKA","9",98.7333333333333,15.9666666666667
"1488","2013-09-08","Ljubljana",229,52,0,0.9,0.5125,0.2,2,1.3875,0.8,0,0,986.9,986.4625,986,91.9,88.6125,82.6,12,11.2875,11.1,18,16.3875,15.5,"NIZKA","SREDNJA","9",110.75,19.9333333333333
"1489","2013-09-11","Ljubljana",77.9,12.8375,0,6,2.2,0.6,12.5,4.925,1.9,3.0625,19.5,981.7,979.7875,977.9,96.5,93.475,90.7,7.7,5,3.3,14.8,12.75,12.2,"NIZKA","SREDNJA","9",115.883333333333,24.8333333333333
"1490","2013-09-12","Ljubljana",152,28.875,0,2,1.25,0.4,4.2,2.9125,1.4,0.0125,0.1,981.1,980.85,980.6,96.7,94.2125,91.1,4.2,2.7,2,11.2,10.6875,10,"NIZKA","SREDNJA","9",101.616666666667,18.8666666666667
"1491","2013-09-13","Ljubljana",272,45.25,0,1.3,0.8375,0.6,2.8,2.2875,1.7,0,0,984.1,982.95,982.2,96,93.025,84.3,4.1,3.35,2.8,12.1,11.0375,10.3,"NIZKA","NIZKA","9",84.15,13.8
"1492","2013-09-14","Ljubljana",103,17.625,0,0.9,0.5,0.3,2.1,1.4625,1,0,0,985.1,984.275,984,99.3,97.5,94.6,5.6,4.725,4.2,10.1,9.325,9,"NIZKA","VISOKA","9",65.45,9.06666666666667
"1493","2013-09-15","Ljubljana",108,18.125,0,1.3,0.9,0.5,3,2.2625,1.4,0,0,981.4,980.575,979.8,91.7,89.3125,87,8.8,7.4375,6.3,14.2,13.3,12.7,"NIZKA","SREDNJA","9",84.4333333333333,13.7
"1494","2013-09-16","Ljubljana",188,30.875,0,1.5,0.6625,0.3,2.6,1.6875,1.3,0,1.3,973.6,973.1,972.6,97.8,95.625,93.4,9.2,8.4625,8,14.1,12.8625,11.7,"NIZKA","SREDNJA","9",92.5,15.1
"1495","2013-09-17","Ljubljana",3,0.5,0,5.3,1.5625,0.4,11.7,3.875,1.2,4.325,33.3,968.4,964.7125,963.1,97.5,95.025,92,7.3,4.8625,0.3,16.2,14.075,9.5,"NIZKA","SREDNJA","9",100.966666666667,14.3333333333333
"1496","2013-09-18","Ljubljana",177,25,0,1.5,0.9375,0.6,3,2.175,1.6,0,0,973.8,972.4875,971.5,93.6,92.325,89.1,2.8,1.7875,0.8,9.3,8.225,7.6,"NIZKA","SREDNJA","9",84.6666666666667,10.4333333333333
"1497","2013-09-19","Ljubljana",294,42.375,0,1.6,1.075,0.7,3.2,2.375,1.6,0,0,972.6,970.4625,969.4,88.8,85.7375,77.8,6.2,5.2375,4.4,14.2,12.8625,11.8,"NIZKA","SREDNJA","9",75.9166666666667,9.73333333333333
"1498","2013-09-20","Ljubljana",251,39.625,0,0.9,0.6875,0.3,2.1,1.6375,1.2,0,0,982,981.4375,980.9,87.7,82.175,75.2,4.5,3.75,3.4,15,13.575,12.8,"NIZKA","SREDNJA","9",69.8833333333333,9.8
"1499","2013-09-21","Ljubljana",275,42.75,0,1,0.4875,0.2,1.8,1.2375,0.6,0,0,987.4,985.8875,984.9,96.3,93.85,84.8,6.4,5.825,5.4,13.5,11.5125,10.9,"NIZKA","SREDNJA","9",70.8166666666667,13.3333333333333
"1500","2013-09-22","Ljubljana",256,40.375,0,1.5,0.7125,0.3,2.6,1.6625,1.1,0,0,993,992.1875,991.8,98.3,92.85,86.7,4.6,4.1125,3.6,13.1,11.3625,10.1,"NIZKA","SREDNJA","9",73.65,15.2333333333333
"1501","2013-09-23","Ljubljana",83,14.625,0,1,0.5875,0.2,2,1.475,0.8,0,0,989.4,988.6,988.2,98.7,96.0375,92.6,9.2,7.4875,6.6,10.9,9.7,8.9,"NIZKA","SREDNJA","9",78.1666666666667,15.2333333333333
"1502","2013-09-24","Ljubljana",61,10.5,0,1.3,0.6,0.2,2.5,1.5,1,0,0,983.2,982.4625,982.2,99.7,98.7125,96.6,11.6,10.925,10.4,12.1,11.325,11.1,"NIZKA","SREDNJA","9",80.8333333333333,16.5333333333333
"1503","2013-09-25","Ljubljana",131,23.25,0,1.1,0.6875,0.3,2.2,1.675,0.9,0,0,980.2,979.1875,978.6,98.2,95.425,92.8,12.1,10.7125,9.3,13.9,13.125,12.1,"NIZKA","SREDNJA","9",90.7,18.6333333333333
"1504","2013-09-26","Ljubljana",234,39.75,0,2.1,0.975,0.5,4,2.2375,1.4,0,0,979.5,979.2375,978.9,94.4,87.2,79.2,8.2,7.8125,7.3,15.7,13.8125,12,"NIZKA","SREDNJA","9",102.5,22.2333333333333
"1505","2013-09-27","Ljubljana",26,3.75,0,1.8,0.975,0.3,3.8,2.1375,1.1,0.0125,0.1,981.9,981.075,980.8,92.3,89.775,87.9,9.2,8.8875,8.2,15.7,15.6125,15.5,"NIZKA","NIZKA","9",109.25,24
"1506","2013-09-28","Ljubljana",18,2.375,0,1.1,0.8875,0.5,2.5,2.0875,1.6,0.0125,0.1,981.7,980.9375,980.6,95,91.1125,88.5,8.5,8.35,8.2,13.4,12.4625,11.6,"NIZKA","NIZKA","9",86.3666666666667,22.5666666666667
"1507","2013-09-29","Ljubljana",17,3.5,0,1.3,0.85,0.5,3.3,2.075,1.3,1.5875,13,978.5,977.7875,977.3,97,94.525,91.6,9.2,8.5,7.4,13.4,12.875,12.5,"NIZKA","SREDNJA","9",57.0166666666667,18.6333333333333
"1508","2013-09-30","Ljubljana",29,5.125,0,2.2,1.25,0.8,4.6,3.1,2.4,0.0375,0,975.7,974.55,974,94.3,92.0375,88.7,3.1,2.5625,2.3,9.3,9,8.8,"NIZKA","SREDNJA","9",44.5166666666667,12.9333333333333
"1509","2013-10-01","Ljubljana",129,19.125,0,1.1,0.6875,0.2,2.5,1.6125,0.8,0,0,975.7,975.325,975,99.3,96.4,94.1,3.7,2.45,1.6,9.2,8.6375,7.6,"NIZKA","SREDNJA","10",53.2,8.8
"1510","2013-10-02","Ljubljana",99,14,0,2.4,1.3,0.6,4.7,2.7,1.6,0,0,983.6,981.35,979.6,89.7,84.4875,79.6,2.3,1.6375,1,11.1,9.825,9.4,"NIZKA","SREDNJA","10",65.8166666666667,11.2
"1511","2013-10-03","Ljubljana",158,24.5,0,1.3,1.05,0.7,2.8,2.325,1.8,0,0,993,991.4625,990.8,73.4,69.1625,65.8,-0.5,-1.075,-1.9,9.8,8.7375,7,"NIZKA","SREDNJA","10",67.4666666666667,16.9333333333333
"1512","2013-10-04","Ljubljana",239,39.625,0,1.8,0.8,0.3,3.3,2.0375,1.4,0,0,995.5,995.2875,995.1,90.5,80.05,68.7,1.8,-2.55,-4.4,6.9,4.4,2.5,"NIZKA","SREDNJA","10",67.8333333333333,22.7666666666667
"1513","2013-10-05","Ljubljana",39,7.375,0,1.3,0.75,0.3,2.7,1.65,0.9,0,0,991.7,989.85,988.7,88.8,85.0375,80.8,9.5,5.6125,2.5,6.8,6.0875,5.5,"VISOKA","NIZKA","10",72.85,24.2666666666667
"1514","2013-10-06","Ljubljana",93,13.375,0,1.4,0.65,0.3,3,1.5875,0.9,0,0,988.1,987.2125,986.7,94.7,93.6875,90.9,7.7,6.5875,6.1,8.9,8.45,8.1,"NIZKA","NIZKA","10",61.85,29.2333333333333
"1515","2013-10-07","Ljubljana",74,10.375,0,1.2,0.425,0.1,2.8,1.3125,0.6,0.025,0.2,990.9,990.2,989.8,91.9,89.0375,85.1,6.6,6.3375,5.8,12,11.6125,11.4,"VISOKA","SREDNJA","10",56.9833333333333,32.2333333333333
"1516","2013-10-08","Ljubljana",54,9.625,0,1.1,0.65,0.1,2.3,1.75,1,0,0,991.5,990.975,990.5,91.5,88.75,86.7,7,5.3625,4.1,12.5,12.1125,11.6,"VISOKA","SREDNJA","10",50.6,36.6333333333333
"1517","2013-10-09","Ljubljana",86,12,0,0.6,0.3875,0.2,1.5,1.1375,0.9,0.025,0.2,988,986.7625,986.1,97,96.075,95.1,6.2,5.7875,5,12.5,12.15,11.7,"VISOKA","SREDNJA","10",66.1,38.6
"1518","2013-10-10","Ljubljana",63,8.875,0,1.5,0.7625,0.3,2.4,1.7375,1.1,0,0,980.5,978.725,977.4,94,92.725,90.2,5.4,5.1375,4.7,12.8,12.225,11.9,"VISOKA","SREDNJA","10",69.4833333333333,44.8333333333333
"1519","2013-10-11","Ljubljana",4,0.625,0,3.2,1.725,1.2,8.6,4.325,2.8,2.025,16.2,974.3,973.2375,972.7,97.1,94.3,89,6,5.1875,4.5,13.5,13.3125,12.6,"NIZKA","SREDNJA","10",74.5333333333333,44.2333333333333
"1520","2013-10-12","Ljubljana",33,5.5,0,1.9,1.1125,0.6,3.8,2.5875,1.5,0.0625,0.5,985.3,984.55,983.7,96.6,92.4125,89.7,3.7,2.675,2,8.2,7.3875,6.9,"NIZKA","NIZKA","10",76.75,32.3
"1521","2013-10-13","Ljubljana",73,10.75,0,1.5,1,0.4,2.7,2.2125,1.5,0,0,987.6,986.575,986.2,97.6,95.1375,91.3,2.9,2.0375,1.6,10,9.275,8.8,"NIZKA","SREDNJA","10",68.3333333333333,20.5333333333333
"1522","2013-10-14","Ljubljana",42,6.375,0,1.1,0.725,0.3,2.6,1.7125,0.9,0,0,988,987.3125,986.9,99.7,99.4375,99,4,3.575,3,9.2,8.3,7.8,"NIZKA","NIZKA","10",65.5666666666667,15.2333333333333
"1523","2013-10-15","Ljubljana",118,17.625,0,0.9,0.5875,0.2,2.5,1.65,0.9,0,0,984.1,983.1375,982.7,99.7,99.15,98,4.2,3.65,3.4,9.1,8.1,7.4,"NIZKA","SREDNJA","10",44.5833333333333,22
"1524","2013-10-16","Ljubljana",30,4.375,0,0.9,0.6875,0.2,2.6,1.8875,0.7,0.0875,0.7,973.3,971.9625,971.2,94.3,91.5,88.7,3.6,2.8875,1.4,12.2,11.675,11.2,"NIZKA","SREDNJA","10",57.3166666666667,22.8666666666667
"1525","2013-10-17","Ljubljana",84,14.75,0,1.2,0.7125,0.4,3,1.875,1.2,0,0,982,980.625,979.3,94.7,90.5375,85.6,5.6,3.4375,1.9,6.6,4.725,3.5,"NIZKA","NIZKA","10",55.7666666666667,20.6666666666667
"1526","2013-10-18","Ljubljana",47,7,0,1,0.55,0.3,2.2,1.4,0.9,0,0,983.8,982.675,982.2,99.6,97.725,95.4,6.4,5.35,4.9,6.1,5.2375,4.7,"VISOKA","NIZKA","10",62.6666666666667,21.3
"1527","2013-10-19","Ljubljana",46,6.875,0,0.6,0.2625,0.1,1.1,0.8375,0.6,0,0,988.8,987.625,987,99.3,97.9125,96.6,4.8,3.45,2.2,6.7,5.8375,5.1,"NIZKA","SREDNJA","10",54.8666666666667,27.8666666666667
